,WANN,KLIEP,KMM,DANN,ADDA,DeepCORAL,MDD,TrAdaBoostR2
0,0.07957673060804528,0.06611121006002633,0.07020349017921025,0.1397514035584518,0.08271224381344879,0.06790879515780035,0.06613167744033374,0.06574847088794661
