,WANN,KLIEP,KMM,DANN,ADDA,DeepCORAL,MDD,TrAdaBoostR2
0,0.03946736750700599,0.03971626607658996,0.03714515195167543,0.03616477837605783,0.041062314773578024,0.039006585396187725,0.03966027869216998,0.039706015576407336
